reviewerID,overall,lemmatized_text,label
A3KBFCPNQ58YK4,1,here deal pedal inexpensive well pedal barely bit money little money opinion spend distortion pedal pedal th pedal buck mxr badass distortion crisper tone,0
A3HEV9M5RNFB3V,4,little expensive brand think sound great way durable plastic pedalim pretty new electric guitar m distortion tone expert like reviewer sound well easy adjust modeling amp think good purchase,2
A3EIML9QZO5NZZ,5,good deal pedal zoom gfx electronic synthesized sound alot echos stuff honestly good effect hold phaserjet pipe effect get today man sound crisp clean evenly distort job distortion sustain good buy good price bodow trinidad,2
A1N4PW6FTMBUSQ,3,pedal long time overall quality decline boss cut corner enable lower price mass production pedal boss ds remain staple image distortion stompboxs ds nofrills tank pedal design withstand direct nuclear blast michael moore step know punishment care itthis pedal not replicate type amplifierit marshallinabox mesa boogie vox fender tonal aspect not complex dynamic add plenty grind tone plenty hum look distortion pedal use watt practice amp look decent tube amp look pedal pay simply quality amp justicepros inexpensive good build quality distort signalcon lot hum tone control get shrill fastwithout excessive hum almostunusable tone control star,1
A205483DF7XVDE,5,love pedal inexpensive purchase easy mod likingthis pedal receive gain jcm modi purchase mod themthis pedal good stock lead boost love pedal,2
ADH0O8UVJOT10,4,s element nostalgia ds ve understand know cheap know incredibly durable boss pedal know everybody try point kurt cobain apparently fendersbut know ve happy tone step pedal incredibly thin harsh lack proper sustain crank way ve marshall solid state amp vox tube amp fender single coil pickup guitar humbucker mess tone dist dial want dozen affordable pedal onamp distortion richer deeply tonecoincidentally boss os overdrivedistortion year supposedly mergesblend ds od pedal not ideal turn knob way distortion well tone get dsthen dependable usually not bad review probably belong everyone collection not mean ll want use time,2
A3OEBPVLF35YQL,3,genericsounding distortion useful lead boost distort amp true pedal era include gasp tube screamer tube screamer great lead boost distort amp people tell great standalone distortion go boss ds here thing interesting plenty modification pedal keely monte allum turn mediocre pedal rage beast dripping tone gain sing week cost pedal cost material mod worth modify monte allums trigain rectifi modification absolutely killer use lead boost nice overdriven tone ll find plenty use want basic solid wellbuilt distortion pedal boss ds special platform greatsounde mod not wrong,1
A2F92AOWTIUIB,5,know know people hate pedal call stale generic problem simply not find right setting pedal amp setting amp pedal difference thing note bit quiet opinion digitech bad monkey set level match amp pedal crank level clean tone level distorted tone,2
AZ0LJNEP2VRD1,5,excellent distortion pedal people want traditional rock sound use fender mustang amp ibanez guitar good humbucking pickup easy use rugged play metal want hardwire tl instead pedal deliver distortion insane necessary tone control expensive easily boost distortion achieve ds amp overdriven set ds excellent general purpose distortion pedal not know achieve level quality pricerange,2
AUUI1FKERRMV2,5,expert thing tell brief period own ds enjoy playingpractice lot pedal fender wannabe guitar fender sidekick mean gear not good pedal produce wide variety distortion tone change keep interested have fun not notice finger hurt anymore honestly essential buy start headphone cord extension police not come knockinupdate sept year later well guitar amp lot knowledge glad get ds reason sure enjoy play practice lot soon find sound consider like blue classic rock money not think beat importantly buck send modification keeley initially wish go overdrive ocd boss od mod keeley super flexible pedal cover sound need closing spend buck thisand start wish send modify thank later,2
AJK15Q9JOEHRH,4,good metal distortion tone bag sustain suck lot tone metal pedal moderately noisy look classic rock sound will not find muddy time plenty setting tweak sound look find useful high gain lead palm mute rhythm note definition good chord price pedal good deal,2
A1CD7IUM2JRPY1,4,ve year new metal pedal market pedal sell mention probably modded piece number mod find online change sound usually improve stock tone m happy withive like parametric eq pedal variable midrange allow marshall mesa flavor metalhard rock music gain range need gain punch overdrive compressor pedal clean boost boost use death metal think play tighter technical style well gain,2
A3S737ZGWE1GKY,4,honest look pedal distortion similar megadeth album kimb far havnt get perfect setup ve get close pedal great couple note buy pedal expect play classic rock rock general pedal metal battery drain like mf not understand possible explanation think leave plug guitar amp ve pedal not drain battery turn prefer ac adapter use battery thing iv problem great pedal,2
A21Q29J3ZWPDNP,5,lot pedal fact distortion overdrive pedal mt od regularly rig pedal will not crank tube stack sound instead edgy smooth midsweep knob help sculpt tone usually use midboost solo ll find amazing sustain huge sound will not able replicate easily m sure huge boss distortion box come close price pedal,2
AEMC16IPBZORW,5,buy year ago work great work metallica pantera type sound good rock sound gain turn eq adjust,2
A3MXU3CH4BJ465,5,great pedal sound crunchy get peavy vyper use want crunchy style amp get good distortion style use heavy metal config pedal recomend introduce noise run stock battery work guitar sound like metallica megadeth course depend lot thing like pickups amp etc old little peavey practice amp blow away distortion noise give new lifelisten boss website hear think sound go similar equipment sound close regard forgive english,2
A1NAA1R38JSNHV,5,far good distortion pedal doubt friend use pedal love popular band distortion pedal great medal nice punch great cut palm mute not blend like pedal knob offer seemingly unlimited combination amazing,2
A1EX4410F46C8O,4,want love tube amp distortion overdriven tube mean run randall g hybrid amp destroy solid state ve hear recording use peavey sweet tube guitar mean heardrecently start play band require dirty tone feel like achieve pedal absolutely wrong distortion pedal dod death metal year start play downside cheap piece crap make rig sound like old radio want sound pro quality go shell quality dist pedal budget friendlyi choose mt know boss make quality product pedal guitarist give variety sound set overdriven light distortion sound blow high gain metal tone control tweakable get load nice sound read include book look mp video online check guitarist setting help tame pedal want perfect pedal want spend lot mod buy install pedal buy preinstalle certain dealer open shaping usefulive see lot complaint pedal sound like fuzz learn shape sound spend time dial rig minute pleased mt overdrive channel push hard get thick heavy distortion good responsei mt worth investment look big distortion sound little pedal surely guitarist consider add board,2
A1GMWTGXW682GB,4,great pedal pick cheaply market actually use acoustic electric guitar little distortion bass guitar grit eq pot panel versatile use cigar box guitar alsothe pedal preserve bass signal eqd saturate distortion review speak pedal site popular boss distortion pedal like people ds md cheap effective hm heavy metal cater traditional metal sound actually think pedal versatile imo different guitar want strictly metal tonei old s hm heavy metal run circle metal zone classic thrash speed metal tone heavy distortion pedal overall like pedal old legendary boss pedal,2
A3BMYEA3J6RBVV,5,buy gift friend love,2
A3872Y2XH0YDX1,5,love boss pedal own ds distortion mt metal zone year love good meet middle great want good bluesy distortion crank color thick distortionas pedal construct sturdy love,2
A73CB1NVPYDZ5,4,pedal mainstay effect year ton range effect time d reach change knob midshow order variation commonly setting overdrivedistortion mix knob oclock produce professional sound grungetype effect want s sound exclude heavy metal sound pedal definitely,2
A18P5I03P4U8AI,5,simple userfriendlyand feature important think versatile osds drive knob allow chose different bunch tone money great deal recommend,2
A2RS66Y79Q8X0W,5,pedal green screemer die friend os hand let use bosss metal zone produce nasal tone liking plug os pleasently impressed range distortion overdrive os pedal produce play fender bassman mix tube pedal produce sweet tone play pedal solid state amp impressed spend year search pedal produce nice tight churnch warm low end search end pedal highly recomend pedal rock blue metal country punk guitar player,2
A3CNFMV0IISC3C,3,good od think high output articulate personal preference mean pedal classic reason,1
A206T0W1VE8K1Q,5,thing freaking rock love pedal not stop play long draw chord listen amazing tone combo distortion amp perfect metal,2
A31HQD6H4SHO2C,5,excellenti like happyi look money follow purchase amazonthe pedal boss arrive time necessary thank,2
A2EZWZ8MBEDOLN,4,money complaint enclosure dial footswitch durable true bypass boss pedal not suck tone pedal not endall beall overdrive asymmetrical clipping fill niche ts pedal not lose little low end engaged actually work pretty lead especially humbucker amp loose kind classic distortion encounter el stand overdrive prefer pedal pedal work boost dirtboxe overdriven amp singe harmonic lead dial right like overdrive introduce noise pedal engage thing hissy palm muting crank far dirtbox hoarder like rotate pedal try different combination lately run v cool cat transparent overdrive timmy clone nice behringer bo dead ringer boss blue driver tube amp dial mild crunch jet city combo palomino combo overdrive thing sound good imho run solid state amp s intend intend drive preamp tube saturation ymmv m cheapskate thing durable like brick buy worth new asking price,2
APEJ8EJCC8PQ8,4,yellow metal boss want drive sound definition pedal good od own make want tone cut board half,2
A21Q29J3ZWPDNP,5,pick order boost gain amp bit wonderful job drive set low level set high tone set taste additional noise produce relatively low will not excessive staticy buzzing sound deal boss pedal reliable,2
A3DDG0WH5SBF34,5,buy yr ago die couple year favorite overdrive pedal smooth tone right gain perfect push tube amp plus dozen diy pro mod available add lot potential recommend,2
A1GMWTGXW682GB,4,buy pedal fender tube amp marshall solid state clean channel variety tone different guitar reccomend overdrive add collectionwhile overdrive pedal good give basic overdrive tone keep amp low end decent tone telecaster les psul keep level tone knob oclock adjust drive tastethe od sound great fender clean tube try bass guitar adjustment tone drive knob bass overdriven tone good drivethe review prove pedal typical iconic boss build quality find boss pedal good purpose modde one ve own time use boost pedal forever pay,2
A17CU1D2CWXOHB,5,standard peral board witht blue driver little yellow box bang buck go find drive pedal tough sound like fire serve seriously well deal,2
A2VXKVJV7KIGMD,5,use pedal time ds great chrunch buck classic blue rock eash dial sound want,2
ADH0O8UVJOT10,5,hold try boss sd super overdrive year like guitarist distortion pedal boss ds durable aggressive extremely frustrating form negative impression boss probably unfair sothe sd widely own affordable usually similar lot way ibanez ts tubescreamer tubescreamer reissue cost twice lot guitarist consider sd rock overdrive ts tubeblue effect s probably truth excellent pedalshowever sd impress transparency versatility simply plug use clean channel not necessarily good use pedal excel booster push overdrive amp stack distortionod pedal good setting turn level way gain way add little bit grit tone sound greata feel lot people sd mediocre review reason not fair hear thing like cut bass s pedal suppose midrange hump set properly away muddiness tone help cut band live playing like say feel transparent retain element clean tone ts preference entirely subjectivebut know boss pedal mean durable come thing stand year abuse number role look single pedal small amp sound big probably well option range try underappreciated md mega distortion excellent joyo ultimate drive understand pedal suppose use purpose ll understand thing popular year,2
A3JEEPYPEM9V81,5,great booster say solo ll boost mid signal overdrive great kind midsy marshally sound suck low end fix amp board boss solid great price remember overdrive distortion distortion look boss pedal,2
AZ0LJNEP2VRD1,5,overdrive pedal expensive boss sd long time overlook sd pedal go try sd pleasantly surprised find relatively inexpensive pedal superior pedal not mean merely good relative price mean goodperiod easily outclass pedal pay price pedal go amazon price amazingly good deal note definitely overdive pedal deliver metal distortion want ride crazy train look like deltalab metal distortion pedal produce smooth oldstyle overdrive excellent sound especially good dash chorus plug sd fender mustang ii amp turn amp chorus result delicious ve sd singlecoil doublecoil pickup sound good surprisingly heavy punch humbucker sound great singlecoil,2
AWIG50VOI5VUV,5,forget volume drop comment not color tone bit try couple miniature novelty pedal like boost volume tone pedal tremolo throw want dress slow ballad course bear bayou pedal go nice subtle background effect deep depth want variance guitar tone volume click play lot acoustic solo nice addition change sound,2
A34O0KQV4QXWNQ,5,sure fancy tremolo pedal ve fan boss tr get mellow vintage fender tremolo output suit playing t pair beauty electroharmonix cathedral reverb pedal lose day definitely worth reasonable cost,2
ALAY8GVFBUQ9L,5,tremelo pedal work nicely great play amp tremelo problem solve price good,2
A8ANJNZAZQ6IQ,5,great tremolo pedalit quiet correctly absolutely signal drop volume drop whatsoeveryou blend tremolo type smooth sinuous pulsing waveform sharper edge onoff type tremolotremolo vary volume sound vary pitchyou control depth effect control fast effect pulsate sounda simple popular effect not want live form anotherpretty teal green colora boss product build like tank generally forever abuse damagedi idea fast pedal eat battery use power supplythere onoff click depressedthere add hiss hum distortionthe battery compartment easily access have unplug anythingsimply great effect quality product boss tend hold resale value,2
A1V7G6OGGW7AGA,5,ve play pedal dig m old school fender blue deluxe reissue strat tele pedal great warm organic feeling tremolo use lot barely bring warmth crank speed depth great sort rotary speaker effectill use rate set tempo song record clean guitar chord middle neck effect nice hammond b type organ sound,2
AZ0LJNEP2VRD1,5,superb tremolo pedal dial allow enormous control effect sturdyan oftennoted feature boss pedal utterly easy use allow v battery power supplyadapter operation important deliver beautiful tremolo note come v battery instal come power sourceadapter price willing pay consider danelectro cool cat tremolo deliver good tremolo allow soundmanipulation boss product good boss take prize pay zero regret,2
AH2F47XZ5L8NR,5,unit capable tremolo boss tr line mm boss sl slicer like tremolo steroid plus amp twin reverb tremolo unfamiliar tremolo modulate volume turn rapidlythe boss tr simple stompboxe operate control rate modulation depth modulation volume vary wave shape jag square continuum unlike boss stompboxe ce ph tr compress sound like play fishbowl reviewer put itthe wave control give unit sonic versatility nice feature tremolo price decent set classic tremolo sound crazy unit tom morello use guerilla radio tremolo classic like smith soon hear volume drop problem like review suggest sensitive generally turn modulation onoff course song leave timelike boss stuff box sturdy like big quiet footswitche little clicky one unit color sort dull military dark green attractive thing bad eitherthe small boss effect come power cable factor cost boss instruction tell need particular adapter not know say run pedalboard power supply work fine not buy boss product periodbottom line give decent array basic tremolo sound crazy bad price factor power cable simple operate nice casing footswitch drab color,2
A1ARFA1NCN34UV,5,want way plug boss save battery not want drop money boss psa get instead job money,2
A165EMA3YTIM6A,3,buy danelectro mini amp not need worry battery work perfectly adaptor will not surprise performance star compare price mini amp adaptor pricy save long run,1
A2FXCGHJLVQTIX,5,get power danelectro honeytone amp eat battery like candy power adaptor not exciting work fine,2
AEMC16IPBZORW,5,use honeytone mini amplifier reel echo tape echo simulator work problem lot danoelectro pedal eat battery great alternative access ac voltage outlet,2
A2B58VXLLOFQKR,5,have problem ego compressor comp get noisey send find slightly drain battery get great nice quiet half price boss,2
A356RFKNIG043B,5,well little guitar pedal adapter ve ve decade exceptionally quiet put volt drive pedal little solidly brand new alkaline battery will not buy new dozen hoursive splitter drive pedal hear current drop bit s good thing remind tone come finger box floor sure nice gilmouresque delay little extra gain drive tube good v adapter pedal available know include boss one dan release cool wellmade pedal past year little wall wart worthy companiona good deal clam,2
A1C60KQ8VJZBS5,4,state title adapter need use danelectro lot go battery plug wall advertise keep electric current hum minimum function fine year ve own reason take star wire thin not durable careful not break able find offbrand adapter cheap honeytone will not risk ruin,2
A3D42ZX96FA6EW,5,danelectrofab pedal pedal know eat volt like candy solution hook power splitter search visual sound spot multiplug cable good pedal battery swap search volt minute,2
A3MJARDJ31M698,5,lower price low distortion hear hum multi pedal save cost use godlyke power supply good power pack,2
A26RLGZUUENC6E,5,get use behringer compressor order indicate compatible work great price right problem quiet hummmmm buy need wall wart,2
A2C2TKHICAZ4RS,5,wah morley steve vai bad horsie love switchless pedal hell month send cause break ok pedal want ability leave pedal open achieve certain warm sound s went look cry babyat local retailer different kind cry baby set hendrix classic q cry baby pedal basic sound far good sound well q price range pay tax gcb cry baby worth penny not touch morley anymore cry baby way,2
A22Z554ZQ8NFPC,5,ve crybaby go year guitarist claim have signal chain affect tone negative way ve noticedto feel perfect adjust sweep easily ie want treble bass little comb move wheel potive try wah morley not vox good go know complaint crybaby,2
A4BTCECGQAIUI,5,get pedal cause expensive love music play big concert tell price good want fun learn use pedal,2
A7E0CJH464L82,5,get messin couple hoursnow s fun king wah wahit big hard heavy turn understand original sound exactly like imagine like recordsthis get big want,2
A13A81NN0NRD1S,4,experience crybaby great tone overbearing vox clean wah know people problem switch watch countless stomp crybaby futile attempt engage disengage pedali actually use bbe vox frustration st wah sure give tone exchange headache avoidance kinda think vox bbe bright sound wahe accentuate play strat instead les paul customboogie combination crybaby,2
A1YAAMQT5G88XE,5,great pedal pull open couple cheap mod thing absolutley rediculous boutique pedal little time solder,2
A1UPZM995ZAH90,5,opinion fine pedal exist crybaby pedalboard long foresee,2
AN1RO6C6I78YO,5,wawa pedal come modde rethunkbut want original cry baby birthday gift myselfnot disappointeddown road add gazillion electronic mod available personalize sound time m go to enjoy pedal asshippedvery good buy great packaging earlierthanexpecte delivery thank amazon,2
A1BH17V8BKLES,4,cry baby year old old pedal board rewire true bypass replace potentiometer wah broad range not sound well pedal cover white room cream tone perfectly give star not maintenance free pot come loose switch replace consider fact survive gig smoky dive probably,2
A1JNV4K56GG94R,5,sound like original say great pedal build like tank appreciate version use pretty standard ac adapter,2
A73CB1NVPYDZ5,3,problem pedal step way turn produce sound morley pedal separate onoff switch turn give position difference sound bit professional wah not turn wah frequency suppose want set wah middle leave not pedal bit small morley wah experience sound equivalent base model,1
A37A41GWQFMK3D,5,petal kind read wah shoud go glad wah petal fun cool sound imagination allow hour hour fun sound great problem performance work highly recommend petal price attractive,2
A3IKOEE8Z3T6BH,5,love wah perfect not find negative perfect standard wah will not regret purchase good analog fuzz good,2
A3E7O9NSS47TE8,5,ve get mxr mc cae concert line pedal use local gig home use fender telecaster hot rod,2
A3APKXMNJAEDQM,5,finally break get new original crybaby buy finally die great pedal,2
A1M3XD9UV3PD3I,2,want guitar sound like eddie van halen joe satriani guitarist studio album guitar sound boss gt guitar multi effect processor install boss gt patch james limborg search google boss gt patch james limborg,0
A1IB42LRNA9QLW,4,good pedal not sound look great play funk music metal head wah weak metal artist recommend look go look get ibanez weeping demon morley behringer limp barn day,2
A1EX4410F46C8O,3,oh crybaby crybaby wah suck not crybabyim tired hear statement guitarist fresh not tell string instrument wah pedal not cut maybe time today not par long time young player insist have wah pedal mom buy think awesome learn well take week learn turn finally think break itthe eq pedal not good smooth transition heel toe big drop freq kill effect pump foot fast avoid have drop pretty push toe foward literally stomp turn follow step turn inconvenient try rapidly effect board not complete piece junk wah effect classic pedal well stick stone age thing mod give little headroom fix dropping issue slam turn onoff sound like cheap wahmy suggestion mark tremonti wah great kick thing end come range simplicity use cost probably end hate crybaby get tremonti power wah begin use wah digitech rp processor cheap processor ve year not see tell price base sound quality s matter suggest wah control sensitivity hard press toe turn set fairly light totally shape tone right board easily preset crybaby entire processor effect awesome wah little bit moreif want cheap child gimictype toy want wah spit crybaby,1
A8MQNZK3J0UEX,4,ve wah pedal number year lot use problem pedal mechanically cheap rubber foot victim take cheap short cut produce product rubber foot begin come time mount pedal board probably remove foot will not problem power supply come stellar job power pedal like place pedal board unified power source make sense use different power cable unit jack fit properly lead short short crowd deaf time flat learn different power supply sure power jack push way otherwaise zap issue power issue fault dunlop use supply power cable great pedal classic surely live,2
A3RHT4KI3H5TVH,5,orig good like guitar music chance good know sound pedal make stand outside multi effect unit,2
A25ZBYVW8ZINLM,5,cry baby prove s pedal play classic rock take bit practice master master music different level,2
A1H4EBBOM66MQ0,3,sound good add soooo noise pedal board s problem definitely worth price,1
A24VMSBJAWFRCP,5,thing not need change wah pedal try tempt build fuzz eq wacky addon d pedal job perfectly pedal bunch stuff sound great crybaby great effect style jack white jimmy hendrix incarnation pedal s,2
ADH0O8UVJOT10,3,acknowledge minority opinion bad luck unit attempt repair love sound functionality wahwah pedal literally month time unusable suspect potentiameter shoot replace problem reoccurre like horrible static noise soon start itgood product hopefully durable particular unit,1
AXXGP6UT41KAS,5,capo instrument wear show martin string spring hold tight easily adjust hand,2
AKHWZ3S1UVZAO,5,good string capo usedand s decade work easily flawlessly star,2
A2D0F87RY5YMHN,5,th kyser capo new ovation string cc need recommend kyser caposthey forever lose strong hold,2
A39TYRIZLTCK9P,4,design easy use sturdy serve year come expensive good quality,2
A2RVY2GDMZHH4,5,play acoustic got to hair long padded area need tell string version ridge close,2
AJGD0VSCUJUP5,5,capo exactly clamp string tight buzz change tune guitar kys capo guitars buy brand,2
A3EZEP0FX5BC1P,5,thekyser banjomandolin capothis capo use ukulele work second favorite park headstock ukulele easy add remove triggertype release make easy quickchange capos ve feel sturdy lightweight aluminum like trigger portion stick upwards way like mydunlop trigger banjo capo black favorite gth capo close second gthmy nitpicky complaint eligible amazon prime update see capo eligible amazon prime free shipping prime membersfor price quality kyser capo work uke highly recommend,2
A3C9F3SZWLWDZF,5,work great stay way not ask expect price half locally,2
AHMEG9CAAT2KF,4,ve play ukulele year m new capo hold tight,2
AREHEVC8J64QA,5,say banjo mandolin ukulele instrument list box right size clamp string take onoff easy,2
A3775OP5VTX5ON,4,cost x cheap capos worth single penny strong clip damage concert tenor ukulele neck will not budge clip low profile metal lifetimei take star thing hand clip portion way fret stick neck way capo like onejim dunlop russell banjouke capodoe hit hand fret try kyser opposite away player hit hand chord different one say work lifelong capo fantastic build keep string buzz uke large hand interference issue considerc ya happy strum mahalo,2
A306YUQBEB2R9T,5,strong capotoo strong big instrument work good uke mandolin banjos thick neck capo instrument,2
A10NJEIG56RHN5,5,buy husband mandolin love work great swear kyser s use guitar kyser capos great product complaint price worth,2
A2SFO875EQ66AB,5,work great baritone ukulele quality size acoustic guitar capo easily fit ukulele case,2
A28FADP9FITQVK,5,cute little capo work great ukulele mandolin course hard use high fret fret small work,2
A24JUT24W1K3CV,3,capo mark correct mandolin work correctly rd th fret mandolin lower fretboard capo not pressure work st nd fret position mandolin mandolin fairly low actioni number kyser capo like style kyser guitar capo use guitar taylor string fender american strat problem case banjo capo not work need capo send defective decade experience stringed instrument know not break taskfrom feedback send possible capo work wish chance know not time stage second set fussy capo right sure hold right hope not start buzz middle song go brand talk bluegrass guy well luck style mandolin capo,1
A136M3QYHUVN9A,5,use capo time instrument friend see ask order love,2
A3IELJ39K3QL7,5,type capos build little bulky string banjo especially finger near not need change fast use little use performance setting way,2
A24AQ24CD6865K,4,good banjo capo inexpensive work squeeze string tune end story,2
A2J4GBHSDLP4DF,5,wrong buy kyser capo design great thing capo fit banjo mandolin not seperate capo eachi capo guitar kyser tell work wrong kyser like idea company ve cheap capo not job not press string hard wear quickly kyser long long time,2
A7KIY7RDFHRN9,5,ve kyser good usually stay mandolin work banjo make easy change key usually use m play chord solo like play open string make breeze pop little practice ll able quickly have string buzz,2
A13NZBZQ7ZZG5O,5,nice bag price nicely pad ample zip compartment hold snark capo handle shoulder strap plus reallly nice look bag black little white trim,2
AJK15Q9JOEHRH,5,good strap lock opinion good quality easy install remove secure look good guitar lock m satisfied,2
A1CD7IUM2JRPY1,4,particular favor dual design need arise possible use regular strap not button lock instal black one string ibanez rg laguna leqbc guitar spare strap guitar lock spare plastic dunlop discsi old bass guitar similar dunlop lock standard version lock instal mid s gold dd hold issue not need retighten screw guitar year ago not tour world like metal stalwart know metallica,2
A3S737ZGWE1GKY,4,buy dunlop trust brand not mind sorta big bulky problem scare piss tighten washer nut situation ve normally see strap lock peg insert hard trust hand grip firmly guitar adjust amp clench guitar scare little metal ball thing slip peg fall ruin guitar havnet single problem system hope happen update good product far not recommend crap world worried strap lock not thing,2
A13A81NN0NRD1S,4,screw long thin bodied gibson sg classic find short screw fall pin straplock work eitherthe head largei believe gibson les paul custom year ago work perfectly new sg thoughat new screw come withfender start appear system wellonly time tell,2
A26SN2CVQM4FKM,4,yes willing swap strap lock original work finei problem drill new hole guitarsbut explain size bit use not big problemi try drill guitar fit drill notgood luckgood price welll,2
A32264FNDHOH3Q,5,good strap lock ve dunlop great productseasy install highly recomend bass player,2
A2Y1R8CZMTALJP,5,drop bass floor couple day get bad boy feel confident not issue anymore easy strap quick release tab bassistguitarist good friend,2
A1EUO0BU72JR7T,4,try model year ago problem get instal go schaller instrument think mention make strap stick far instrument think look goofy not particularly care push button release get lock end thick strap challenge c clamp nut s allowance differ thickness feel safe schaller hook end guitar strap button not depend spring load button part say real problem look like d work great replacement strap locksbutton sure screw secure button hole start jump drum riser drop airplane,2
A2A039TZMZHH9Y,5,actually follow instruction drill hole specify work like charm glad get hassle tune gig,2
A2GC5JELY3N07V,5,strap lock easy install use right bat drill deep hole guitar order use follow instruction easily attach detach strap feel like,2
A1UPZM995ZAH90,5,ve try different straplock option good securely hold strap guitar look pretty good highly recommend,2
A11INIL2YFJ137,5,great product ve use think quality not large original come guitar extra piece mind great easy installation modification connecthold solid sure button way mishap,2
A23033Q9WZBG4V,5,work instalition not hard take maybe minute screw provide bit big bc rich avenge beast stock strap system read direction lube screw small bar soap wax bar soap installation easieronce strap comme try hard undo system lolif need clean guitar strap lock pin use flat head screw drive pop retainer clip quick harmless way minute undo strap lock hard reward worth,2
A1HPC4BDRLR60,5,complaint hardware easy install patience easy use click onoff system securely hold strap prevent strap bind slip postthese work like light switchonoff m sure rate poor not direction take little mechanical knowledge littleit rocket science workquality metal secure function easily replace post instrument equip standard strap postsive instal hoener sized squire acoustic fender strat,2
A3FQ9WYUHG9CD,4,receive thedunlop dual design straplok systemalready instal gibson standard electric lbs like decide try instal gibson studio electric lbs noproblem follow instruction exactly work perfectlyi problem instal installation money spend makingsure stringed instrument accidentally fall ground safety like ableto swap strap guitar nice convenience inclined use samestrap guitarsif sure work brand guitar seek online forum search thatforum answer join ask question ve get pricy piece wood wantto care properlywhat not care feel okay work big theydont way look place choose black mysecond set help product profile bit product work asadvertisednote june instal set work expect rememberto check sure hardware secure repeat use screw come loose therewill trouble happen use glue case need swap straplok thefuture,2
A2YQTEPCGZ5N7J,5,easy install rock solid opinion look well schaller locksgrab set will not disappoint,2
A1IJUUNPU7L6LA,5,product make strap install removal simple reliableand strap clip place secure ve own numerous straplok system bass guitar ve own instrument instal system,2
A3MMISYL1GBXH4,5,set strap push button action convenient vs fight stubborn leather opening especially new gold finish match instrument hardware sturdy durable work,2
AMGUVF20JAOG8,5,worth extra dollar little extra time install sure beat fix crack neck headstock guitar body guitar slip strap pin fall great height,2
ALB04NLERUCYC,5,oh yeah love item sleek looking easy maintain definitely buy strap thank jim dunlop,2
A1B9TIERY43Q8H,5,les paul year purchase rest guitar say keep strap lock zero issue installation take minute stand countless hour play highly recommend,2
A1VAUZRF5PUSOZ,5,dunlop straplok amazing fail give good piece mind know guitar safe hit floor stage home stay secure properly ve look strap lock try dunlop one work work,2
A6A03NM42KUXL,5,high quality look nice fender original sure time instal correctly consider quality wood glue adhesive installation want sure remove later date damage guitar,2
A2F26OVBDC7WWA,5,ve straplock year not fail love worry guitar getting damage strap fall rotate circle super durable buy guitar ll worry easy use install,2
ABZYVME9NYCQG,5,time ve dunlop straplok system ve competition work guess sure lube little ball bearing,2
A19IFF0DGV0T3E,4,s great dunlop designthey work thing need ensure ve get engage properly time attach strap guitar ie sure establish solid connection ahead gig rearend worrythe design encorporate bearing allow strap freely aroundrotate post exactly want schaller one major flaw familys experience run design go forwardwhat not work schaller designour family guitarist bassist shallerstyle lock continual problem lock periodically unscrew guitar body gig damage brand new th anniversary american pbassnot good son come middle gig weekend problem design s ton friction piece lock result tab s screw body unscrew ve try apply bar soap petro jelly spray base dry lubricant prevent ultimate force cause phenomenonwe try shaller work maybe active stage tolerate equipment damage performance distruption cause,2
AMACM7BGUQCZD,4,straplock long time use instrument regular strap dual design sell iteasy install guitar little difficult get lock mechanism instal strap take minute add security know dollar bass not go hit floor make worth small cost item,2
A20L3BCRCICRSQ,5,own straplock system prior own dunlop boy amazed straplock system ve past friend guitar semipermanently mount strap guitar extra tie manner thing impractical detach strap whim contrast lock mechanism trivially easy pop strap great well hardware fit perfectly exist screw hole make installation trivial new post close size shape old one think slap strap guitar pinch post like oem one great system highly recommend use strap electric guitar,2
A2P5U53IUTDUE6,4,use bass job easy install bass strap,2
A2X2GEABQXRX7P,1,come stock jackson kelly kexmg guitar schaller button main strap use guitar figure guitar come try min later remove put schaller button place major reason like schaller bulky stick far guitar strap button jab stomach problem engage push receiver pop not force push button go stayed schaller click know ready cheap feel cheap thin metal comparison schaller heavy solid feel themfor buck ill stick schaller year see fail,0
A2WROWUBLQ9GZZ,5,ve straplok guitar past year fail sure tug strap sure right ve struggle c clip past go time thing install biggie,2
A3FW4THIMBIN6V,2,disappointed quality engineering product workaround main issue follow review flaw bother order significance quality weak softmetal screw minimal force align driver damage screwhead work round afraid hard remove later cause run hardware store high quality replacement screw engineer instruction recommend screw one come straplock design phillip screwdriver standard driver big fit strapbutton likely choose grind screwdriver fit increase impact problem wrong tool job engineering point connection strap th inch guitar strap button radius th inch lateral stress ie weight guitar magnify x leverage pull outward screw pound guitar apply constant pound force screw wood half weight distribute evenly strap button course little active stage level force way higherrealistically screw not total crap star review deal fact normal screwdriver will not fit thing properly instal probably work people stick set here recommendgo hardware store buy x ovalhead stainless steel replacement screw note will not fit properly close match modify cent local store cost dunlop maybe cent bulk pay crap screw come thisput screw electric drill pointy end screw head rotate smoothly operate drill run drill file belt sand fraction diameter screw head not need belt sander take second file cheap screwdriver fit strap buttoninstall new screw normal recommend friend try different brand,0
A3F1GM7ZAZD1SW,3,thing notice design far guitars surface strap actually connect tell considerable add stress screw wood surround add leverage guitar weight fulcrum surface wood make sense not help wonder eventually eventually time use cause crack split resulti find sell dunlop strap button great idea main strap guitar order find planet wave elliptical end pin think good idea keep guitar strap go spin guitar shoulder additional stress guitars body ve order set,1
